lemma,grammatical info,distribution,senses
ǣt_1,noun neuter,,"['_eatables, food, meat, flesh_, _Gu_']"
ǣt_1,noun neuter,,['_food and drink_']
ǣt_1,noun neuter,,"['_the act of feeding, eating_, _PPs_']"
ǣt_1,noun neuter,,['_eat_']
ǣt_2,noun neuter,,[]
ǣt-,,,[]
-ǣta,,,[]
ætǣwian,,,[]
āetan,V_5,,"['_to eat, devour_']"
āetan,V_5,,[]
ætbēon,,,['_to be present_']
ætberan,V_4,,"['_to carry to, bring, produce, show_, _Da_']"
ætberan,V_4,,"['_carry off_, _B_', '_atbear_']"
ætberstan,V_3,,"['_to break out, or away, escape from_, _Æ_', '_atburst_']"
ætbrēdan,,,[]
ætbrēdendlic,,,['_ablative_']
"æt-bregdan,",,,"['_to take away, carry off, deprive of, snatch away, draw off, withdraw_, _Mt_']"
"æt-bregdan,",,,[]
"æt-bregdan,",,,"['_release, rescue, enlarge_']"
"æt-bregdan,",,,"['_prevent_', '_atbraid_']"
ætclifian,,,['_to adhere_']
ætclīðan,,,['_to adhere_']
ætdēman,,,"['_to refuse, give judgment against_']"
ætdōn,,,"['_to take away, deprive_']"
ǣte,,,[]
ætēaca,noun masculine,,['_appendix_']
ætēacnes,,,[]
ætealdod,,,['_too old_']
ætēaw-,,,[]
ætēcan,,,[]
ætegār,,,[]
æteglan,,,['_to harm_']
ætēode,,,['_he came_']
ǣteorian,,,[]
ætēow-,,,[]
ætercyn,,,[]
ǣtere,noun masculine,,"['_‘eater,’ glutton_, _Prov_']"
ǣtere,noun masculine,,[]
ǣtern_1,,,['_viper_']
ǣtern_2,,,[]
ætēw-,,,[]
ætfæstan,,,"['_to inflict on, afflict with_']"
ætfæstan,,,"['_fasten to, drive into, impart to_']"
ætfæstan,,,"['_commit, entrust_']"
ætfæstan,,,['_marry\xa0to_']
ætfæstnian,,,['_to fasten_? _entrust_']
ætfaran,V_6,,['_to escape_']
ætfeallan,V_7,,"['_to fall, fall out_']"
ætfeallan,V_7,,"['_fall away, fail, be reduced_, _LL_']"
ætfeallan,V_7,,[]
ætfeallan,V_7,,"['_happen_', '_atfall_']"
ætfele,noun masculine,,['_adhesion_']
ætfeng,noun masculine,,"['_attaching, distraint_']"
ætfeohtan,V_2,†,['_to grope about_']
ætfēolan,V_3,,['_to stick to_']
ætfēolan,V_3,,"['_adhere, apply oneself to, continue in_']"
ætfeorrian,,,['_to take from_']
ætferian,,,"['_to carry away, bear off_']"
ætfīlan,,,[]
ætflēon,V_2,,"['_to flee away, escape by flight_, _Æ_', '_atflee_']"
ætflōwan,V_7,,"['_to flow together, accumulate_']"
ætfōn,V_7,,"['_to seize upon, lay claim to_, _LL_', '_atfong_']"
ætforan_1,prep.,,"['_before, in the presence of, in front of, close by_, _Jn_']"
ætforan_1,prep.,,['_atfore_']
ætforan_2,adv.,,['_beforehand_']
"ætfyligan,",,,"['_to adhere, cling to_']"
æt-gædere,adv.,,"['_together, united, at the same time_']"
æt-gǣre,noun neuter,,"['_spear, dart, javelin_']"
ætgangan,V_7,,"['_to go to, approach_, _Az_', '_atgo_']"
"ætgeddre,",,,[]
ætgenumen,,,"['_removed, taken away_']"
ǣtgiefa,noun masculine,†,"['_food-giver, feeder_']"
ætgifan,V_5,,"['_to render, give_']"
ætglīdan,V_1,,"['_to slip away, disappear_']"
ætgrǣpe,,,"['_seizing_', '_seize_']"
æthabban,,,['_to retain_']
æthealdan,V_7,,['_to keep back_']
æthebban,V_6,,"['_to take away, take out, hold back_']"
æthebban,V_6,,['_exalt oneself_']
æthindan,prep.,,"['_behind, after_, _Chr_']"
æthindan,prep.,,['_athinden_']
æthlēapan,V_7,,"['_to run away, flee, escape_']"
æthlȳp,noun masculine,,['_assault_']
æthrīnan,V_1,,"['_to touch, move_, _Mt_']"
æthrīnan,V_1,,['_atrine_']
æthrine,noun masculine,,['_touch_']
æthwā,,,"['_each, every one_']"
æthwāre,,,['_somewhat_']
"æt-hwega,",adv.,,"['_somewhat, tolerably, a little_']"
"æt-hwega,",adv.,,['_how_']
æthweorfan,V_3,,"['_to return, go back_']"
æthwōn,adv.,,"['_almost, nearly_']"
æthȳd,,,"['_eviscerata_,’ (_skinned_']"
ætiernan,V_3,,"['_to run away_, _Æ_', '_atrin_']"
ætīewan,,,[]
ætīewan,,,"['_to show, reveal, display, disclose, manifest_, _Mt_']"
ætīewan,,,"['_show oneself, become visible, appear_, _Mt_', '_atew_']"
ǣting,noun feminine,,['_eating_']
ǣting,noun feminine,,['_pasture_']
ǣtinge,,,['_speechless_']
ætis,noun neuter,,[]
ætīw-,,,[]
ætlǣdan,,,"['_to drive away_, _Æ_', '_atlead_']"
ǣtlic,adj.,,['_eatable_']
ætlicgan,V_5,,"['_to lie idle_, _ÆGr_', '_atlie_']"
ætlimpan,V_3,,"['_to fall away from, escape, be lost_']"
ætlūtian,,,"['_to lurk, hide_, _Æ_', '_atlutien_']"
ætnēhstan,adv.,,['_at last_']
ætnes,noun feminine,,['_edibility_']
ætniman,V_4,,"['_to take away, deprive of_']"
ætol,,,[]
ǣton,noun neuter,,[]
ǣtor,,,[]
ǣtorcynn,,,[]
ǣtran,,,[]
ætreccan,,,"['_to declare forfeit, deprive of_']"
ǣtren,,,"['_poisoned, poisonous_, _MtL_', '_attern_']"
ǣtrenmōd,,,"['_of venomous spirit, malignant_']"
ǣtrennes,noun feminine,,['_poisonous nature_']
±ǣtrian,,,"['_to poison_, _AO_']"
±ǣtrian,,,"['_become poisonous_', '_atter_']"
ætrig,,,"['_poisonous_, _Lcd_']"
ætrig,,,['_attery_']
ætrihte_1,,,[]
ætrihte_2,adj.,,"['_right at, near, present, at hand_']"
ætrihte_3,adv.,,"['_almost, nearly_']"
ætsacan,V_6,,"['_to deny_, _Lk_']"
ætsacan,V_6,,[]
ætsacan,V_6,,"['_renounce_, _Mk_', '_atsake_']"
ætsamne,adv.,,"['_united, together, at once_']"
ætscēotan,V_2,,"['_to escape, disappear_']"
ætscūfan,V_2,,['_to shove away_']
ætsittan,V_5,,"['_to sit by, remain, stay_, _Chr_', '_atsit_']"
ætslāpan,V_7,,['_to sleep beside_']
ætslīdan,V_1,,"['_to slip, glide, fall_, _Æ_']"
ætsomne,,,[]
ætspornan,V_3,,"['_to strike against, stumble, go wrong_']"
ætspornan,V_3,,['_rebel_']
ætspornung,noun feminine,,"['_offence, stumbling-block, misfortune_']"
ætspringan,V_3,,"['_to rush forth, spurt out_, _B_', '_atspring_']"
"ætspringnes,",noun feminine,,['_defection_']
ætspurnan,,,[]
ætspyrning,,,[]
ætst,noun neuter,,[]
ætst-,,,[]
ætstæl,noun masculine,,"['_aid, assistance_']"
ætstæl,noun masculine,,[]
ætstæppan,V_6,,['_to step up to_']
ætstandan,V_6,,"['_to stand still, stand at, near, in or by_, _Æ_']"
ætstandan,V_6,,"['_remain, stand up_']"
ætstandan,V_6,,"['_check, resist_']"
ætstandan,V_6,,"['_cease_, _Lk_']"
ætstandan,V_6,,['_atstand_']
ætstandend,noun masculine,,"['_bystander, attendant_']"
ætstandende,,,['_standing by_']
ætsteall,noun masculine,,"['_assistance, meeting with hostile intent_']"
ætsteall,noun masculine,,"['_station, camp station_']"
ætstent,noun neuter,,[]
ætstente,noun neuter,,[]
ætstillan,,,['_to still_']
ætstrengan,,,['_to withhold wrongfully_']
ætstyntan,,,"['_to blunt, dull, weaken_']"
ætswerian,V_6,,['_to deny on oath_']
ætswīgan,,,['_to keep silence about_']
ætswimman,V_3,,"['_to escape by swimming, swim out_']"
āettan,,,['_to eat up_']
"ǣtter,",,,[]
ǣttr-,,,[]
ætðringan,V_3,,"['_to take away from, deprive of_']"
ætweaxan,V_1,,['_to increase_']
ætwegan,V_5,,"['_to bear away, carry off_']"
ǣtwela,,,"['_abundance of food, feast_']"
ætwenian,,,['_to wean from_']
ætwesan,,,['_to be at hand_']
ætwesende,,,"['_at hand, imminent_']"
ætwindan,V_3,,"['_to escape_, _Æ_', '_atwind_']"
ætwist_1,noun feminine,†,['_presence_']
ætwist_2,,,[]
ætwītan,V_6,,"['_to reproach (with)_, _censure, taunt_, _Met, Ps_']"
ætwītan,V_6,,['_atwite_']
ætwrencan,,,['_to seize by fraud_']
ætȳcan,,,"['_to add to, increase_']"
ætȳcnes,noun feminine,,['_increase_']
ǣtȳnan,,,[]
ǣtynge,,,[]
ætys,noun neuter,,[]
"æt-ȳwan,",,,[]
ætȳwednes,noun feminine,,"['_showing, appearance, manifestation, revelation_']"
ætȳwigendlic,,,['_demonstrative_']
ætȳwnes,noun feminine,,"['_showing, manifestation, revelation_']"
ætȳwnes,noun feminine,,['_apparition_']
ætȳwnes,noun feminine,,['_Epiphany_']
ætȳwung,noun feminine,,"['_manifestation, Epiphany_']"
ǣðan_1,,,"['_to make oath, swear_']"
ǣðan_2,,,[]
æðel,,,[]
ǣðel,,,[]
æðelboren,,,"['_of noble birth, distinguished_']"
æðelboren,,,['_free-born_']
æðelboren,,,"['_inborn, natural_']"
æðelborennes,noun feminine,,['_nobility of birth or nature_']
æðelborennes,noun feminine,,['_inborn nature_']
æðelcund,,,['_of noble birth_']
æðelcundnes,noun feminine,,['_nobleness_']
æðelcyning,noun masculine,,['_noble king (Christ)_']
æðelduguð,noun feminine,,['_noble retinue_']
æðele,,,"['_noble, aristocratic, excellent, famous, glorious_, _Ex, Gen_']"
æðele,,,[]
æðele,,,"['_splendid, fine, costly, valuable_']"
æðele,,,"['_lusty, young_']"
æðele,,,"['_pleasant, sweet-smelling_, _Gen_']"
æðele,,,"['_natural, congenial, suitable_', '_athel_']"
"æðel-ferðingwyrt,",noun feminine,,['_stitch-wort (plant)_']
+æðelian,,†,"['_to make noble or renowned_, _Hy_', '_i-athele_']"
æðelic,,,[]
āðelic,,,[]
æðeling,noun masculine,,"['_man of royal blood, nobleman, chief, prince_']"
æðeling,noun masculine,,"['_king, Christ, God_, _Cr_']"
æðeling,noun masculine,,"['_man, hero, saint_']"
æðeling,noun masculine,,"['_men, people_, _Gen_', '_atheling_']"
æðelinghād,noun neuter,,['_princely state_']
æðellic,,,"['_noble, excellent_']"
æðelnes,noun feminine,,"['_nobility, excellence_']"
æðelo,,,[]
æðelstenc,noun masculine,,['_sweet smell_']
æðeltungol,noun neuter,†,['_noble star_']
æðelu,noun neuter,,"['_nobility, family, descent, origin_']"
æðelu,noun neuter,,['_nature_']
æðelu,noun neuter,,"['_noble qualities, genius, talents, pre-eminence_, _Bo_']"
æðelu,noun neuter,,"['_produce, growth_', '_athel_']"
ǣð-,,,[]
ǣðm,noun masculine,,"['_air, breath, breathing_']"
ǣðm,noun masculine,,['_Sat_']
ǣðm,noun masculine,,"['_vapour_, _B_']"
ǣðm,noun masculine,,"['_blast_', '_ethem_']"
ǣðmian,,,"['_to fume, exhale, emit a smell_']"
ǣðre,,,[]
ǣðreclic,,,['_terrible_']
ǣðret-,,,[]
ǣðrot,noun neuter,,"['_disgust, weariness_']"
ǣðryt_1,,,"['_troublesome, wearisome, disgusting_']"
ǣðryt_2,noun neuter,,"['_weariness, disgust, tediousness_']"
ǣðryte_1,,,[]
ǣðryte_2,,,[]
ǣðrytnes,noun feminine,,['_tedium_']
ǣðryttan,,,['_to weary_']
æðða,,,[]
ǣw_1,,,[]
ǣw_2,,,[]
ǣwǣde,,,['_without clothes_']
ǣwan,,,"['_to despise, scorn_']"
ǣwbrǣce,,,['_despising the law_']
ǣwbrǣce,,,['_adulterous_']
ǣwbreca,noun masculine,,"['_adulterer_, _LL_', '_eaubruche_']"
ǣwbryce,noun masculine,,['_adultery_']
ǣwbryce,noun masculine,,"['_LL_', '_eaubruche_']"
"ǣwda,",noun masculine,,"['_witness, compurgator_']"
ǣwe_1,noun neuter,,['_married woman_']
ǣwe_1,noun neuter,,['_married people_']
ǣwe_2,,,['_lawful_']
ǣwe_2,,,['_married_']
ǣwe_2,,,['_born of the same marriage_']
ǣwelm,,,[]
ǣwenbrōðor,noun masculine,,['_brother by the same marriage_']
ǣwēne,,,"['_doubtful, uncertain_']"
ǣwerd,adj.,,"['_religious_, or sb.? _regular priest_']"
æwerdla,,,[]
ǣweweard,noun masculine,,['_priest_']
ǣwfæst,,,"['_upright, pious, devout, religious_']"
ǣwfæst,,,['_married_']
ǣwfæsten,noun neuter,,['_legal or public fast_']
ǣwfæstlic,,,['_lawful_']
ǣwfæstlic,,,['_religious_']
ǣwfæstnes,noun feminine,,"['_religion, piety_']"
ǣwicnes,noun feminine,,['_eternity_']
ǣwielm,noun masculine,,"['_source, fount, spring, beginning_']"
ǣwintre,,,[]
ǣwis-,,,[]
ǣwisc_1,noun feminine,,"['_offence, shame, disgrace, dishonour_', '_Goth._']"
ǣwisc_2,,,"['_disgraced, shameless, indecent_']"
ǣwiscberende,,,"['_disgraceful, shameful_']"
ǣwisce_1,,,[]
ǣwisce_2,,,[]
ǣwisc-ferinend,noun masculine,,"['_shameless sinner, publican_']"
ǣwisclic,,,"['_disgraceful, infamous_']"
ǣwiscmōd,,,"['_ashamed, abashed, cowed_']"
ǣwiscnes,noun feminine,,['_shameless conduct_']
ǣwiscnes,noun feminine,,['_reverence_']
ǣwita,noun masculine,,['_counsellor_']
ǣwlic,,,"['_legal, lawful_']"
±ǣwnian,,,['_to marry_']
ǣwnung,noun feminine,,['_wedlock_']
ǣwul,,,['_basket with a narrow neck for catching fish_']
ǣwumboren,,,['_lawfully born_']
ǣwung,,,[]
ǣwunge,,,[]
ǣwyll,noun masculine,,['_stream_']
"ǣ-wylm,",,,[]
æwyrdla,,,[]
ǣwyrp,noun masculine,,['_throwing away_']
ǣwyrp,noun masculine,,['_what is cast away_']
ǣwyrp,noun masculine,,['_an abortion_']
ǣwysc-,,,[]
æx,,,[]
æxe,,,[]
æxeȳr,noun feminine,,['_axe-head_']
æxfaru,noun feminine,,"['_‘apparatus,’ naval expedition_']"
æxian,,,[]
æxl,,,[]
æxs,,,[]
āfǣdan,,,[]
āfǣgan,,,"['_to depict, figure_']"
āfǣgrian,,,"['_to ornament, adorn_']"
"ā-fælan,_1",,,[]
"ā-fælan,_2",,,[]
āfǣman,,,['_to foam out_']
āfǣran,,,"['_to frighten_, _PPs, Mk, Chr_']"
āfǣran,,,"['_afear_,’ ‘_afeared_']"
āfæst,,,[]
āfæstan_1,,,['_to fast_']
āfæstan_2,,,['_to let out on hire_']
āfæstla,,,['_certainly! assuredly!_']
āfæstnian,,,"['_to fix upon, fasten, make firm, confirm_']"
āfæstnian,,,"['_enter, inscribe_']"
āfæstnian,,,['_build_']
āfǣttian,,,"['_to fatten, anoint_']"
āfǣttian,,,[]
āfandelic,,,[]
āfandian,,,"['_to try, test, prove, tempt_, _Lk, Lcd_']"
āfandian,,,[]
āfandian,,,"['_find out, experience_', '_approved, excellent_']"
"āfand-igendlic,",,,"['_proved, approved, laudable_']"
āfandung,noun feminine,,['_trial_']
āfangennes,noun feminine,,"['_reception, acceptance_']"
afara,,,[]
āfaran,,,"['_to go out, depart, march, travel_']"
āfaran,,,"['_Da_', '_afare_']"
āfeallan,V_7,,"['_to fall down, fall in battle_, _Lk_']"
āfeallan,V_7,,[]
āfeallan,V_7,,"['_fall off, decay_', '_afalle_']"
āfeallan,,,[]
āfēdan,,,"['_to feed, nourish, bring up, maintain, support_, _Æ_']"
āfēdan,,,[]
āfēdan,,,"['_bring forth, produce_', '_afede_']"
āfēgan,,,['_to join_']
āfehtan,,,[]
āfellan,,,[]
āfelle,,,[]
āfeohtan,V_3,,"['_to fight, fight against, attack_']"
āfeohtan,V_3,,"['_tear out, destroy_']"
āfēon,,,['_odisse_']
āfeormian,,,"['_to cleanse, purge, purify_']"
āfeormung,noun feminine,,"['_scouring, cleansing, purging_']"
"ā-feorran,",,,[]
āfeorsian,,,"['_to remove, do away, expel, dispel_']"
āfeorsian,,,['_go away_']
āfer,,,[]
afera,,,[]
āfēran,,,[]
aferian,,,['_to provide horses for team work (as service for a lord)_']
ā-ferian,,,[]
āferscan,,,['_to become fresh_']
āfersian,,,[]
āfestnian,,,[]
afetigan,,,[]
āfierran,,,"['_to remove, withdraw, depart_']"
āfierran,,,"['_estrange from, take away, expel, drive away_']"
āfierrednes,noun feminine,,['_removal_']
āfīgen,,,['_fried_']
āfilgan,,,['_to pursue_']
āfindan,V_3,,"['_to find, find out, discover, detect_, _Jn_']"
āfindan,V_3,,[]
āfindan,V_3,,"['_experience, feel_', '_afind_']"
āfir-,,,[]
āfirðan,,,['_to remove_']
āflægen,noun neuter,,[]
āflǣman,,,[]
āflēan,V_6,,"['_to strip off, flay_']"
āflēgan,,,[]
āflēman,,,[]
āflēon,"V_2,",,"['_to fly, flee away_, _Gu_']"
āflēon,"V_2,",,"['_fly from, escape_', '_aflee_']"
āflēotan,V_2,,['_to skim_']
āflīan,,,[]
āflīegan,,,"['_to put to flight, expel_, _Æ_', '_afley_']"
āflīeman,,,"['_to put to flight, expel, scatter, disperse, rout_, _Chr_']"
āflīeman,,,[]
āflīeman,,,"['_banish_', '_afleme_']"
āflīgan,,,[]
āflīgung,noun feminine,,['_attack_']
-āflīung,,,[]
āflōwan,V_7,,"['_to flow, flow away or from, pass away_']"
"āflȳg-,",,,[]
āflygennes,noun feminine,,['_attack_']
āflȳman,,,[]
āfōgian,,,[]
afol,noun neuter,,"['_power, might_']"
āfōn,,,"['_to receive, take in, take_, _Mk, Ps_']"
āfōn,,,"['_lay hold of, seize_, _MtR, Jul_']"
āfōn,,,"['_hold up support_', '_afong_']"
āfondian,,,[]
āfor,,,"['_bitter, acid, sour, sharp_']"
āfor,,,"['_dire, fierce severe, harsh, impetuous_', '_OHG._']"
afora,,,[]
āforhtian,,,"['_to be frightened, take fright, wonder at_']"
"ā-frēfran,",,,"['_to comfort, console, make glad_']"
"āfrem-dan,",,,['_to alienate_']
"āfrem-dan,",,,['_become alienated_']
āfremðan,,,[]
āfremðung,noun feminine,,['_alienation_']
āfrēoðan,V_2,,['_to froth_']
āfrēon,,,"['_to deliver, free_']"
afslōg,,,[]
after,,,[]
āfūlian,,,"['_to become foul, putrefy, rot, be corrupt, defiled_']"
afulic,,,['_perverse_']
āfulliend,noun masculine,,['_fuller_']
āfunde,noun neuter,,[]
āfundennes,noun feminine,,"['_invention, device, discovery_']"
āfȳlan,,,"['_to foul, stain, defile, corrupt_, _CP_']"
āfȳlan,,,['_afile_']
āfyllan_1,,,"['_to fill, fill up, replenish, satisfy_, _Æ_']"
āfyllan_1,,,[]
āfyllan_1,,,"['_complete, fulfil_', '_afill_']"
āfyllan_2,,,"['_to cause to fall, fell, beat down, overturn, subvert, demolish, abolish_, _Lk_']"
āfyllan_2,,,[]
āfyllan_2,,,"['_slay, kill_', '_afelle_']"
āfyndan,,,[]
āfyr-,,,[]
āfȳran,,,"['_to emasculate_', '_eunuch_']"
āfyrhtan,,,"['_to frighten, terrify_']"
āfȳrida,,,[]
āfyrran,,,[]
āfyrsian,,,[]
āfȳsan,,,['_to hasten_']
āfȳsan,,,['_inspire with longing_']
āfȳsan,,,"['_urge, impel, excite_']"
āfȳsan,,,['_drive away_']
āga,noun masculine,,"['_proprietor, owner_']"
āgǣlan,,,"['_to hinder, keep back, preoccupy, detain, hold back, retard, delay_']"
āgǣlan,,,['_neglect_']
āgǣlan,,,['_profane_']
āgǣlwan,,,"['_to terrify, astonish_']"
āgalan,V_6,,"['_to sound forth, sing, chant_']"
āgald,noun neuter,,[]
āgālian,,,['_to become slack_']
āgan_1,conj,,"['_to own, possess, have, obtain_, _An, Bo, Ma, Mt_']"
āgan_1,conj,,[]
āgan_1,conj,,"['_give, give up, deliver, restore_']"
āgan_1,conj,,"['_have to pay, ‘owe,’_ _Mt, Lk_']"
āgan_1,conj,,"['_have to do_', '_find out, discover_']"
āgan_2,,,[]
āgān,conj,,"['_to go, go by, pass_ (of time), _Mk_', '_go away_']"
āgān,conj,,"['_occur, befal_']"
āgān,conj,,"['_come forth, grow_, _Ps_']"
āgān,conj,,['_approach_']
āgān,conj,,"['_lose strength_', '_ago_']"
āgangan,,,[]
āge,noun feminine,,"['_possessions, property_', '_ON._']"
agēan,,,[]
āgehwǣr,,,[]
āgeldan_1,,†,['_to punish_']
āgeldan_2,,,[]
āgēlwan,,,[]
āgēman,,,[]
āgen_1,,,"['_‘own,’ proper, peculiar_, _BH, Sat, Mt_']"
āgen_1,,,"['_freewill_', '_voluntarily, spontaneously_']"
āgen_1,,,['_proper (gram.)_']
āgen_2,noun neuter,,"['_property_, _LL_']"
āgen_2,noun neuter,,['_own country_']
āgen_3,noun neuter,,[]
āgēn,,,[]
agēnbewendan,,,['_to return_']
āgēncuman,V_4,,['_to return_']
āgend,noun masculine,,"['_owner, possessor, master, lord_', '_the Lord_']"
āgendfrēa_1,noun masculine,,"['_lord, owner_']"
āgendfrēa_2,noun feminine,,['_mistress_']
āgendfrēo,,,[]
āgendlīce,,,"['_properly, as one’s own_']"
āgendlīce,,,['_imperiously_']
"āgen-friga,",,,[]
āgēngehweorfan,V_3,,['_to return_']
āgēnhwyrfan,,,['_to return_']
āgēniernan,V_3,,"['_to run against, meet_']"
āgēnlǣdan,,,['_to lead back_']
āgenlic,,,['_own_']
āgenlic,,,"['_owed, due_']"
āgennama,noun masculine,,['_proper name_']
āgennes,noun feminine,,['_property_']
āgēnsendan,,,['_to send back_']
āgenslaga,noun masculine,,"['_slayer of oneself, suicide_']"
āgēnstandan,V_6,,"['_to press, urge_']"
āgenung,,,[]
āgēode,noun neuter,,[]
āgeolwian,,,['_to become yellow_']
āgēomrian,,,"['_to mourn, grieve_']"
āgeornan,,,[]
āgēotan,V_2,,"['_to pour out, pour forth, shed_, _MtL_']"
āgēotan,V_2,,[]
āgēotan,V_2,,"['_melt, found_']"
āgēotan,V_2,,['_destroy_']
āgēotan,V_2,,"['_deprive (of)_', '_ageten_']"
āgētan,,,[]
āgiefan,V_5,,"['_to give, impart, deliver, give up, yield, relinquish_, _Mt_']"
āgiefan,V_5,,"['_restore, return, repay, pay_', '_give back, return_', '_agive_']"
āgieldan,V_3,,"['_to pay, repay, compensate, yield, restore, reward_']"
āgieldan,V_3,,"['_offer oneself, offer up (as\xa0a sacrifice)_']"
āgieldan,V_3,,['_perform (an\xa0office)_']
āgieldan,V_3,,['_allow_']
āgieldan,V_3,,['_to punish_']
āgīemelēasian,,,"['_to neglect, despise_', '_neglectful, careless_']"
āgīeta,,,[]
āgifan,,,[]
āgifian,,,"['_to bestow, grant_']"
āgift,,,[]
āgildan,,,[]
āgilde,,,[]
āgilpan,V_3,,['_to exult in_']
āgiltan,,,[]
āgīmelēasian,,,[]
āgimmed,,,['_set with precious stones_']
āginnan,,,[]
āgīta,noun masculine,,"['_prodigal, spendthrift_']"
āgitan,,,[]
āgītan_1,,,"['_to waste, destroy_, _Chr_', '_aget_']"
āgītan_2,,,[]
āglāchād,noun masculine,,['_state of misery_']
"āg-lǣc,",noun neuter,†,"['_trouble, distress, oppression, misery, grief_']"
āglǣca,noun masculine,†,"['_wretch, monster, demon, fierce enemy_']"
āglǣccræft,noun masculine,,['_evil art_']
āglǣcwīf,noun neuter,,['_female monster_']
āglǣdan?,,,['_to cause to slip_']
āglēca,,,[]
āglīdan,V_1,,"['_to glide, slip, stumble_']"
agn-,,,[]
āgnere,noun masculine,,['_owner_']
āgnes,adj.,,[]
āgnett,noun neuter,,"['_interest, usury_']"
āgnettan,,,['_to appropriate_']
āgnettung,noun feminine,,['_usurpatura_']
±āgnian,,,"['_to ‘own,’_ _Rd_']"
±āgnian,,,['_claim_']
±āgnian,,,"['_appropriate, usurp_, _Bo, Mt_']"
±āgnian,,,[]
±āgnian,,,['_make over (to)_']
āgnīdan,V_1,,['_to rub off_']
āgniden_1,noun feminine,,['_rubbing_']
āgniden_2,,,"['_used, threadbare_']"
āgniend,noun masculine,,"['_owner, possessor_']"
±āgniendlic,,,"['_possessive, genitive (case)_']"
+āgnod,,,['_own_']
āgnung,noun feminine,,"['_owning, ownership, possession_']"
āgnung,noun feminine,,"['_claim, declaration or proof of ownership_']"
āgotenes,noun feminine,,"['_effusion, shedding_']"
āgrafan,V_6,,"['_to curve, hew, sculpture_']"
āgrafan,V_6,,"['_engrave, inscribe_']"
āgrafenlic,,,['_sculptured_']
āgrāpian,,,['_to grasp tightly_']
āgrētan,,,['_to attack_']
āgrimetian,,,['_to rage_']
āgrīsan,V_1,,"['_to quake, fear_, _LL_', '_agrise_']"
āgrōwen,,,['_overgrown_']
āgryndan,,,['_to descend_']
āgrȳsan,,,[]
agu,noun feminine,,['_magpie_']
Agustus,noun masculine,,['_August_']
āgyf-,,,[]
āgyld-,,,[]
āgylpan,,,[]
āgyltan,,,"['_to offend, sin, do wrong_, _Æ_']"
āgyltan,,,['_aguilt_']
āgyltend,noun masculine,,['_debtor_']
āgylting,noun feminine,,"['_guilt, offence_']"
āgyltnes,noun feminine,,['_guilt_']
āgȳman,,,"['_to regard, contemplate_']"
āgȳman,,,"['_heal, cure_']"
āgȳmelēasian,,,[]
āgymmed,,,[]
agynnan,,,[]
āgyrnan,,,"['_to desire, be eager for_']"
āgytan,,,[]
ah,conj,,[]
āh,noun neuter,,[]
āh-,,,[]
āhabban,,,['_to restrain_']
āhabban,,,['_abstain_']
āhabban,,,['_support_']
āhaccian,,,['_to pick out_']
āhæbban,,,[]
āhældan,,,[]
āhafennes,noun feminine,,"['_rising, lifting up_']"
āhafennes,noun feminine,,"['_elevation, pride_']"
āhalsian,,,['_to implore_']
āhangian,,,['_to hang_']
āhātan,,,['_to name_']
āhātian,,,['_to become hot_']
āhealdan,V_7,,"['_to hold, keep_']"
āhealtian,,,"['_to limp, crawl_']"
āheardian,,,"['_to be or become hard, grow hard or inured_']"
āheardian,,,['_endure_']
āheardung,noun feminine,,['_hardening_']
āhēawan,V_7,,"['_to cut off, out or down_']"
āhēawan,V_7,,['_cut wood into planks_']
āhebban,V_6,,"['_to lift up, stir up, raise, exalt, erect_, _Lk_']"
āhebban,V_6,,[]
āhebban,V_6,,"['_take away, remove_']"
āhebban,V_6,,"['_support, uphold_']"
āhebban,V_6,,"['_leaven_', '_aheave_']"
āhebbian,,,[]
āhefednes,,,[]
āhefegian,,,"['_to make heavy, oppress_']"
āheld,noun neuter,,[]
āhellian?,,,"['_to cover over, conceal, hide_']"
āhelpan,V_3,,"['_to help, support_']"
āhēnan,,,['_to humble_']
āhēnan,,,['_accuse_']
āhēnan,,,[]
āheolorian,,,"['_to weigh, consider_']"
āhēran,,,[]
āherian,,,['_to praise_']
āhērian,,,[]
āherstan,,,[]
āheten,noun neuter,,[]
āhicgan,,,[]
āhīenan,noun neuter,,[]
āhierdan,,,"['_to make hard, harden_']"
āhierdan,,,"['_encourage, animate_']"
āhīeðan,,,[]
āhildan,,,"['_to bend, incline_']"
āhildan,,,"['_rest, lay down_']"
āhildan,,,"['_turn away, avert_']"
āhildan,,,"['_cast down, destroy_']"
āhirdan,,,[]
āhīðan,,,[]
āhladan,V_6,,"['_to draw out, lead out, draw forth_']"
āhladan,V_6,,['_exclude_']
āhlǣca,,,[]
āhlǣnan,,,['_to set oneself up_']
āhlǣnsian,,,['_to become lean_']
āhlēapan,V_7,,"['_to leap, spring up_']"
āhlēfan,,,['_to pull out_']
āhlēoðrian,,,"['_to sound, resound_']"
āhlīehhan,V_6,,"['_to laugh at, deride_']"
āhlīehhan,V_6,,"['_laugh out, exult_']"
"āhlin-ian,",,,[]
āhlocian,,,['_to dig out_']
āhlōwan,,,['_to roar again_']
āhlūttrian,,,"['_to cleanse, purify_']"
āhlyhhan,,,[]
āhlȳttrian,,,[]
āhn-,,,[]
āhnēopan,V_2,,['_to pluck off_']
āhnescian,,,['_to become soft or effeminate_']
āhnescian,,,['_weaken_']
āhnīgan,V_1,,['_to fall down_']
